phrase	raw_frequency	dp1	dp2	logDice	label	compound-nn	compound-adj
klopfend Herz	452	0,008357118	0,563315635	8,076291258	idiom	0	0
mundgerecht Stück	493	0,002550755	0,561796074	6,3797244	collocation	0	1
amtsfrei Gemeinde	649	0,002364093	0,560499765	6,271026126	term	0	1
flächenhaft Naturdenkmal	1120	0,197421891	0,560256757	12,22389601	term	1	0
vergewaltigt Frau	407	0,001182385	0,558071672	5,274874543	collocation	0	0
krebskrank Kind	1329	0,002961917	0,555875473	6,595733005	collocation	0	1
physikalisch-technisch Bundesanstalt	521	0,381403412	0,554250979	12,85396276	ne	1	1
ungesättigt Fettsäure	2257	0,298851902	0,554109806	12,63524761	term	0	0
gähnend Leere	865	0,189398618	0,551287552	12,17347356	collocation	0	0
koronar Herzkrankheit	1545	0,720945465	0,550799068	13,32076134	term	1	0
gelistet Objekt	3933	0,037488782	0,548783301	10,16795327	collocation	0	0
einstweilig Verfügung	6963	0,349817311	0,548373993	12,77295322	term	0	0
vorgehalten Hand	1908	0,012565237	0,547663901	8,653806873	idiom	0	0
angerichtet Schaden	1022	0,012358517	0,547276298	8,629952451	collocation	0	0
kanarisch Insel	2144	0,019588522	0,546946596	9,276084403	ne	0	0
abgewandt Seite	692	0,001116135	0,546907207	5,193559803	collocation	0	0
diakonisch Werk	5783	0,026482949	0,545816725	9,694265853	term	0	0
nordelbisch Kirche	657	0,002172641	0,545496473	6,149796509	term	0	0
außerplanmäßig Professor	2351	0,047742465	0,545361451	10,49067541	term	0	1
wiedervereinigt Deutschland	659	0,013725202	0,54528665	8,777412126	term	0	1
gesteckt Ziel	2475	0,013282941	0,545173024	8,732169147	collocation	0	0
ungebeten Gast	1113	0,011710286	0,545106024	8,553856748	collocation	0	0
tickend Zeitbombe	630	0,564513428	0,544980203	13,1494609	idiom	1	0
feinsandig Strand	651	0,022538757	0,544624898	9,470236616	collocation	0	1
oberständig Fruchtknot	404	0,350084919	0,544470542	12,76946823	term	1	0
russisch-orthodox Kirche	1337	0,004421305	0,543947461	7,168895315	term	0	1
marktbeherrschend Stellung	893	0,019064311	0,543613034	9,237592849	term	0	1
molar Masse	811	0,019209953	0,542988993	9,248113407	term	0	0
britisch-amerikanisch Krieg	628	0,004652104	0,542562939	7,24063125	term	0	1
klangvoll Name	1274	0,006081691	0,541290125	7,623896765	collocation	0	0
stimmberechtigt Mitglied	2406	0,008630761	0,540596344	8,122631074	term	0	1
flau Gefühl	698	0,007383426	0,539765952	7,899510854	collocation	0	0
konstituierend Sitzung	3258	0,072165971	0,539367559	11,02661931	term	0	0
orthorhombisch Kristallsystem	401	0,184705746	0,538969404	12,13817826	term	1	0
demenzkrank Mensch	519	0,000793092	0,537276447	4,701782887	collocation	0	1
standesamtlich Trauung	879	0,226717804	0,537270667	12,35109747	term	0	0
klammern Einwohnerzahl	1156	0,195562471	0,537150301	12,19782468	error	1	
weimarer Republik	7144	0,079124526	0,536837198	11,14256227	ne	0	0
kategorisch Imperativ	1162	0,490911621	0,536714366	13,03646221	term	0	0
verwandtschaftlich Beziehung	1552	0,012119409	0,534892416	8,601983623	collocation	0	0
integral Bestandteil	4165	0,056290224	0,53368433	10,70488734	collocation	1	0
embryonal Stammzelle	2226	0,368350051	0,532516282	12,80070687	term	1	0
gleichseitig Dreieck	568	0,055239572	0,528814171	10,67857999	term	1	1
tätlich Angriff	739	0,012282771	0,528307189	8,620029638	collocation	0	0
trojanisch Pferd	1538	0,028538396	0,528253525	9,793515901	idiom	0	0
mittelfränkisch Landkreis	1622	0,035626018	0,527597529	10,09512691	term	1	1
allergisch Reaktion	5395	0,08205707	0,526700003	11,18437899	term	0	0
schwanger Frau	4206	0,012216638	0,526581767	8,614239121	collocation	0	0
fettlöslich Vitamin	518	0,06539338	0,52531695	10,89608441	term	0	1
treibend Kraft	6226	0,039158327	0,524041064	10,22263985	idiom	0	0
wachsam Auge	1112	0,008791582	0,523390431	8,147173013	idiom	0	0
griechisch-römisch Stil	1991	0,02233361	0,523086621	9,455669132	term	0	1
finanzierend Bank	566	0,007295082	0,519825178	7,881572472	term	0	0
heil Welt	3511	0,012108775	0,519528079	8,600981787	collocation	0	0
befruchtet Eizelle	1202	0,440610115	0,518990436	12,93086862	term	0	0
erbringen Leistung	1779	0,007295521	0,518477778	7,88276353	error	0	
ostantarktisch Viktorialand	912	0,820877738	0,518475385	13,34605499	ne	1	1
pflegend Angehöriger	2799	0,13262178	0,51766404	11,75650114	term	0	0
lobend Wort	1711	0,007467812	0,516064341	7,915783363	collocation	0	0
ungünstigst Fall	1095	0,004139274	0,515401928	7,07390307	collocation	0	0
panisch Angst	1839	0,054636951	0,512092877	10,6600241	collocation	0	0
vertragsärztlich Versorgung	721	0,01292549	0,511427736	8,690758609	term	0	1
philharmonisch Orchester	1520	0,093352891	0,511020358	11,33691011	term	0	0
liquide Mittel	529	0,00352943	0,50985129	6,844770476	term	0	0
postgradual Studium	821	0,028311174	0,509793194	9,779758664	term	0	0
molekulargenetisch Untersuchung	1112	0,009195844	0,509242908	8,21025527	term	0	1
aufmunternd Wort	1031	0,004499754	0,509225941	7,193013695	collocation	0	0
ärmlich Verhältnis	2209	0,018059343	0,508956759	9,159487756	term	0	0
höchstrichterlich Rechtsprechung	1159	0,071172788	0,508925401	10,99875576	term	1	1
gezapft Bier	439	0,016478038	0,508556063	9,030880671	collocation	0	0
helfend Hand	2334	0,015368991	0,508283881	8,934307569	idiom	0	0
schengener Abkommen	514	0,031152729	0,507321662	9,909650696	term	0	0
syrisch-orthodox Kirche	434	0,001434893	0,507243697	5,553254947	term	0	1
fleischfressend Pflanze	811	0,011297507	0,506510624	8,500852086	collocation	0	1
hochgesteckt Ziel	473	0,002538174	0,506013029	6,372138393	collocation	0	1
tempelhofer Feld	660	0,007361036	0,505678089	7,893932814	ne	0	0
bürgerkriegsähnlich Zustand	503	0,00358961	0,504811076	6,868843639	term	0	1
südlicher Richtung	5171	0,038686367	0,50235609	10,20198178	term	0	0
heute Abend	12931	0,105811557	0,502316912	11,48481054	error	0	
altkatholisch Kirche	670	0,002215074	0,501078065	6,177436303	term	0	1
zinslos Darlehen	672	0,097912917	0,500340505	11,38985398	term	0	0
breitesten Stelle	764	0,002851675	0,499942214	6,539806807	error	0	
irreparabel Schaden	690	0,008343175	0,498133901	8,071475188	collocation	0	0
ausgebildetet Anwalt	978	0,026797528	0,497527548	9,7028446	error	0	
vorsitzend Richter	2370	0,089062002	0,497252228	11,27348146	term	0	0
dreissig Jahr	1086	0,00026835	0,496768041	3,163942378	error	0	
mittelständisch Unternehmen	10548	0,038419649	0,495490135	10,19244482	term	0	0
selbstgebacken Kuchen	1264	0,133200256	0,495255564	11,74811316	collocation	0	0
süddeutsch Zeitung	13953	0,106940801	0,49478646	11,49370027	ne	0	1
tröstend Wort	713	0,003111631	0,493623553	6,664565795	collocation	0	0
demografisch Wandel	6766	0,197777463	0,493439468	12,17598804	term	0	0
vortragend Rat	444	0,008281544	0,492512809	8,060473729	term	0	0
unwegsam Gelände	1261	0,035019154	0,492207365	10,06542289	collocation	0	0
interreligiös Dialog	1695	0,045075594	0,491833037	10,40229129	term	0	0
tatkräftig Unterstützung	3641	0,035362946	0,488543252	10,078405	collocation	0	1
achtzehnt Jahrhundert	835	0,000986965	0,488013677	5,018861736	error	1	
atomwaffenfrei Welt	404	0,001393059	0,487619102	5,510609045	collocation	0	1
Sechziger Jahr	401	9,90E-05	0,48721674	1,727068496	error	0	
strafbar Handlung	2019	0,038728847	0,48707073	10,19960326	collocation	0	0
parkend Auto	1243	0,014377169	0,486059636	8,838563034	collocation	0	0
ätherisch Öl	4686	0,202682477	0,485601857	12,19427333	term	0	0
sozialliberal Koalition	695	0,022713824	0,484842963	9,473913169	term	0	1
deutsch-dänisch Krieg	921	0,006821509	0,482522759	7,785137737	term	0	1
bayreuth Festspiel	923	0,110839157	0,482450213	11,52825874	term	1	0
unbenannt Gruppe	1127	0,004094704	0,482077872	7,057969524	collocation	0	0
kampfbetont Spiel	433	0,000895346	0,48078405	4,87589063	collocation	0	1
lauwarm Wasser	1979	0,016188946	0,480072591	9,004312106	collocation	0	0
ablehnend Haltung	2736	0,050569932	0,479567907	10,55026005	collocation	0	0
ausgebildetet Rechtsanwalt	941	0,044723327	0,478777194	10,38851651	error	1	
regenerativ Energie	6614	0,048227764	0,47864024	10,48869562	term	0	0
leidvoll Erfahrung	1211	0,005076354	0,477628074	7,364699016	collocation	0	0
vierthöchst Spielklasse	743	0,0194232	0,477313826	9,256701342	collocation	1	1
sozialversicherungspflichtig Beschäftigter	2633	0,081424022	0,476581135	11,15433367	term	0	1
Lieben Gruß	863	0,013029213	0,475933705	8,699481735	error	0	
eingeschlagen Weg	2593	0,008415885	0,472473921	8,084432827	idiom	0	0
nächstgrößer Stadt	671	0,001846711	0,471676893	5,916542471	error	0	
frankiert Rückumschlag	457	0,68721541	0,471132952	13,16097543	term	1	0
gend Mainstreaming	430	0,242387598	0,470967906	12,35641224	error	1	
jugendgefährdend Medium	1036	0,009451919	0,470137899	8,247034999	term	0	1
haushoch Favorit	683	0,051726713	0,469997641	10,57653798	collocation	0	1
abgegeben Stimme	5992	0,044599827	0,467502863	10,38293352	collocation	0	0
olympisch Spiel	62471	0,129155385	0,46669593	11,69933561	ne	0	0
zweites mal	1495	0,016507793	0,465420033	9,029798862	error	0	
dreigliedrig Schulsystem	895	0,128053098	0,465387319	11,68421035	term	1	1
kreisangehörig Stadt	1066	0,002933647	0,464664062	6,580929173	term	0	1
fünfundzwanzig Jahr	946	0,000233103	0,463759588	2,964883415	error	0	
antiretroviral Therapie	408	0,008427676	0,4633899	8,083769259	term	0	0
abgewandelt Form	1824	0,005478446	0,462424961	7,47386974	collocation	0	0
schutzwürdig Interesse	1238	0,007063258	0,461737929	7,834175708	term	0	1
soziales Jahr	650	0,000160111	0,460036918	2,423701353	error	0	
oberpfälz Landkreis	911	0,020008124	0,459639658	9,295667351	ne	1	0
wohltemperiert Klavier	479	0,110569577	0,458353418	11,51129609	ne	0	1
eineinhalb Jahr	7534	0,001855351	0,457399421	5,953375717	error	0	
innerdeutsch Grenze	2334	0,024257556	0,456716945	9,5607985	term	0	0
bildlich Darstellung	2499	0,027864169	0,456575156	9,749916786	collocation	0	0
kolloidal Silber	488	0,075820509	0,456470856	11,05710098	term	0	0
metamorph Gestein	435	0,033817891	0,455911021	10,01081922	term	0	0
osmanisch Reich	10950	0,082633769	0,455740258	11,16377149	ne	0	0
grenzend Wahrscheinlichkeit	1577	0,073277809	0,455677934	11,0145966	error	0	
zweitausend Jahr	1302	0,000320585	0,455677415	3,425417008	error	0	
unkalkulierbar Risiko	766	0,01111625	0,455331331	8,474637641	collocation	0	0
strukturschwach Region	958	0,008359024	0,454739937	8,07230244	term	0	1
verarbeitend Gewerbe	2437	0,195790859	0,454443187	12,13065266	term	0	0
einhellig Meinung	1583	0,015070413	0,453050678	8,901615387	collocation	0	0
koordinativ Fähigkeit	405	0,005580614	0,452649669	7,497617532	term	0	0
landläufig Meinung	1266	0,012052497	0,452257089	8,588492359	collocation	0	1
bange Frage	552	0,001598604	0,452180611	5,709025384	collocation	0	0
planetarisch Nebel	769	0,082197244	0,452042912	11,15429789	term	0	0
uniert Kirche	452	0,001493846	0,451811372	5,611196888	term	0	0
gekippt Fenster	411	0,006031266	0,4517975	7,608163221	collocation	0	0
schnurlos Telefon	627	0,06297318	0,451031225	10,82242548	collocation	0	0
psychoaktiv Substanz	542	0,012660457	0,450698121	8,65690035	term	0	0
pflegebedürftig Mensch	1842	0,002811435	0,450576375	6,522426291	collocation	0	1
bemehlt Arbeitsfläche	410	0,350724539	0,449557505	12,65641885	collocation	1	0
kieferorthopädisch Behandlung	613	0,007145168	0,449305993	7,8492091	term	0	1
tönern Fuß	414	0,008319505	0,44925804	8,064699695	idiom	0	0
magmatisch Gestein	458	0,035605878	0,44851612	10,07817205	term	0	0
prall Sonne	1823	0,070502473	0,446799852	10,96269779	collocation	0	0
sengend Hitze	472	0,029783677	0,445204062	9,837395315	collocation	0	0
erschwinglich Preis	1532	0,007030102	0,444757521	7,827167794	collocation	0	0
Zoologisch Garten	789	0,012178951	0,444429087	8,602142392	ne	0	0
untergeordnet Rolle	6809	0,029227085	0,444338762	9,813793554	collocation	0	0
rostfrei Stahl	960	0,121037836	0,444202977	11,6059661	term	0	1
Jüngst Gericht	833	0,014813283	0,443982249	8,876220148	term	0	0
gehütet Geheimnis	680	0,038719998	0,443777539	10,18871032	collocation	0	0
streunend Hund	560	0,004980245	0,4435178	7,335374945	collocation	0	0
verfassungskonform Auslegung	413	0,028937137	0,442586921	9,797834662	term	0	1
fraunhofer Institut	1352	0,017616306	0,442311084	9,117447384	term	0	0
gespart Geld	965	0,011333353	0,442025492	8,501005122	collocation	0	0
rheumatisch Erkrankung	1684	0,023888484	0,441641521	9,537145616	term	0	0
adriatisch Meer	541	0,011275074	0,441389086	8,493348692	ne	0	0
wohltätig Zweck	1711	0,02253141	0,44128134	9,456974961	collocation	0	0
grün-rot Landesregierung	444	0,026362904	0,440829399	9,671021903	term	1	1
behindert Mensch	14315	0,021844773	0,439362464	9,419767303	collocation	0	0
sanitär Anlage	2399	0,022105701	0,439235373	9,430783888	term	0	0
klärend Gespräch	1195	0,01445002	0,438758419	8,84126885	collocation	0	0
ergriffen Maßnahme	511	0,003392073	0,437480147	6,786679353	collocation	0	0
unbestimmt Zeit	4621	0,004780521	0,437418115	7,284824117	collocation	0	0
auswärtig Amt	13466	0,247125113	0,437124962	12,33741847	term	0	0
dreißig Jahr	8750	0,002150516	0,436963905	6,168025068	error	0	
aufgerissen Auge	1008	0,007967382	0,436476521	8,003448051	collocation	0	0
springend Punkt	1698	0,004032721	0,435819761	7,036715833	collocation	0	0
bildungsfern Schicht	641	0,011330041	0,435767267	8,499818413	term	0	1
Genauer Bild	427	0,001186975	0,435659064	5,281016036	error	0	
unsportlich Verhalten	699	0,007520061	0,435583903	7,921167737	collocation	0	0
nördlicher Richtung	4928	0,036860676	0,435561281	10,12237724	error	0	
schallend Gelächter	746	0,212288716	0,435479071	12,19126438	collocation	0	0
ruckartig Bewegung	405	0,003671577	0,435388627	6,899564778	collocation	0	0
redend Wappen	534	0,030001498	0,435119166	9,845162932	term	0	0
verletzungsbedingt Ausfall	773	0,063532572	0,434944302	10,82707122	term	0	1
globalisiert Welt	2395	0,008255298	0,434614033	8,055210008	term	0	0
durchgezogen Linie	417	0,002153773	0,434290915	6,135813855	term	0	0
bestplatziert Mannschaft	1268	0,00583555	0,433883606	7,561923121	term	0	1
rechtswissenschaftlich Fakultät	1167	0,028513329	0,433624849	9,776316724	term	0	0
vatikanisch Konzil	1975	0,275632248	0,433562807	12,43095199	term	0	0
oranienburger Straße	625	0,002880418	0,433521893	6,553042447	term	0	0
explosionsfähig Atmosphäre	429	0,006701814	0,433006927	7,757236729	term	0	1
zwanzig Jahr	19208	0,004718469	0,432199327	7,293966127	error	0	
viertel Stunde	1967	0,003855675	0,432191164	6,973336625	error	0	
Jüngst Tag	820	0,000760776	0,431841356	4,64752857	error	0	
gregorianisch Kalender	1436	0,105835353	0,431557776	11,4436167	term	0	0
erschwert Bedingung	1330	0,011267122	0,430100558	8,492133841	collocation	0	0
weströmisch Reich	609	0,004595377	0,429407876	7,220353413	term	0	0
römisch-deutsch König	1215	0,014023361	0,429345757	8,798479076	term	0	1
lizenzfrei Grafik	507	0,02054197	0,428085329	9,327351495	term	0	1
vergangen Jahr	126584	0,031079875	0,427952172	9,930340273	collocation	0	0
ansteckend Krankheit	1478	0,023750348	0,426855754	9,526615539	collocation	0	0
brandenburger Tor	5736	0,032848382	0,426842274	9,966822775	ne	0	0
erklärt Ziel	5163	0,027695532	0,426541724	9,73696705	collocation	0	0
runder Tisch	477	0,014892716	0,426492734	8,881559474	error	0	
drakonisch Strafe	577	0,028470156	0,426358612	9,772548809	collocation	0	0
dritthöchst Spielklasse	1743	0,045562524	0,425869732	10,39775951	collocation	1	1
vorislamisch Zeit	416	0,000430229	0,425710639	3,825429863	term	0	0
darstellerisch Leistung	776	0,003180637	0,425595777	6,695231185	term	0	0
innerörtlich Verbindungsstraße	966	0,423863401	0,424795368	12,76327763	term	1	0
evangelisch-lutherisch Kirche	7026	0,023215641	0,424742289	9,497594782	term	0	1
globalisierungskritisch Bewegung	584	0,005294136	0,423855513	7,421821203	term	0	1
elektroakustisch Musik	506	0,003822301	0,423819997	6,957042984	term	0	1
kristallklar Wasser	1274	0,01041998	0,423762896	8,381700944	collocation	0	1
rabenschwarz Tag	630	0,000584357	0,423662371	4,267804303	collocation	0	1
vorausfahrend Fahrzeug	448	0,004032351	0,422472763	7,033262821	collocation	1	0
berufsqualifizierend Abschluss	549	0,016947907	0,421819584	9,060758005	term	0	1
außeruniversitär Forschungseinrichtung	1021	0,167314979	0,421004833	11,93794461	term	1	0
schwindelerregend Höhe	615	0,008699305	0,420584826	8,12631082	collocation	0	1
leiblich Wohl	8286	0,67168812	0,419268749	13,04630927	collocation	0	0
niedergelassen Arzt	3888	0,056982835	0,419222961	10,6835555	term	0	0
nordfranzösisch Gemeinde	657	0,002391204	0,418671768	6,286559864	term	0	1
theosophisch Gesellschaft	647	0,003271315	0,418573959	6,734894044	term	0	0
haftend Gesellschafter	1161	0,095335396	0,418472624	11,31319789	term	0	0
trockenst Monat	607	0,001180955	0,418024405	5,275359729	collocation	0	0
Zwanziger Jahr	690	0,000169237	0,417718444	2,509777318	error	0	
abgeschwächt Form	917	0,002753133	0,416828532	6,489239067	collocation	0	0
seiden Faden	822	0,042635547	0,415266513	10,30741207	idiom	0	0
erbringend Leistung	523	0,002143493	0,41515307	6,129293456	collocation	0	0
wildfremd Mensch	769	0,001172954	0,413907192	5,267083886	collocation	0	1
siebzehnt Jahrhundert	493	0,000581797	0,413119871	4,25955384	error	1	
